user_id,perk,group
545805,Jet Miles Points,Frequent Travellers
545810,20% off on First Booking,High Intent Visitors
545848,20% off on First Booking,High Intent Visitors
545865,Free Cancellation,Business Breeze
545879,Loyalty Rewards,Minimal Discount Seekers
545936,Loyalty Rewards,Minimal Discount Seekers
545939,Jet Miles Points,Frequent Travellers
545958,20% off on First Booking,High Intent Visitors
545981,Jet Miles Points,Frequent Travellers
546008,Free Cancellation,Business Breeze
546050,Loyalty Rewards,Minimal Discount Seekers
546061,Free Cancellation,Business Breeze
546064,Jet Miles Points,Frequent Travellers
546065,Loyalty Rewards,Minimal Discount Seekers
546072,Jet Miles Points,Frequent Travellers
546121,Loyalty Rewards,Minimal Discount Seekers
546127,Jet Miles Points,Frequent Travellers
546130,Loyalty Rewards,Minimal Discount Seekers
546131,Jet Miles Points,Frequent Travellers
546161,Jet Miles Points,Frequent Travellers
546164,1 Night with Hotel Meal Free,Long Term Lodgers
546190,Loyalty Rewards,Minimal Discount Seekers
546224,Loyalty Rewards,Minimal Discount Seekers
546256,Free Cancellation,Business Breeze
546280,Loyalty Rewards,Minimal Discount Seekers
546282,Loyalty Rewards,Minimal Discount Seekers
546307,Free Cancellation,Business Breeze
546334,Loyalty Rewards,Minimal Discount Seekers
546395,Free Cancellation,Business Breeze
546399,20% off on First Booking,High Intent Visitors
546419,Jet Miles Points,Frequent Travellers
546437,Free Cancellation,Business Breeze
546462,20% off on First Booking,High Intent Visitors
546470,Loyalty Rewards,Minimal Discount Seekers
546485,Jet Miles Points,Frequent Travellers
546509,Free Cancellation,Business Breeze
546529,Free Cancellation,Business Breeze
546587,Jet Miles Points,Frequent Travellers
546612,Loyalty Rewards,Minimal Discount Seekers
546648,Jet Miles Points,Frequent Travellers
546664,Loyalty Rewards,Minimal Discount Seekers
546671,Loyalty Rewards,Minimal Discount Seekers
546679,Jet Miles Points,Frequent Travellers
546688,Loyalty Rewards,Minimal Discount Seekers
546702,Free Cancellation,Business Breeze
546728,Early Bird Bonuses,Pre Booked Nomands
546740,Loyalty Rewards,Minimal Discount Seekers
546756,Loyalty Rewards,Minimal Discount Seekers
546774,1 Night with Hotel Meal Free,Long Term Lodgers
546842,20% off on First Booking,High Intent Visitors
546844,Jet Miles Points,Frequent Travellers
546847,Jet Miles Points,Frequent Travellers
546857,20% off on First Booking,High Intent Visitors
546864,Loyalty Rewards,Minimal Discount Seekers
546867,Free Cancellation,Business Breeze
546881,Loyalty Rewards,Minimal Discount Seekers
546882,Early Bird Bonuses,Pre Booked Nomands
546884,20% off on First Booking,High Intent Visitors
546888,1 Extra Bag with VIP Lounge,Elite Flyers
546900,Jet Miles Points,Frequent Travellers
546937,20% off on First Booking,High Intent Visitors
546964,Jet Miles Points,Frequent Travellers
546972,Loyalty Rewards,Minimal Discount Seekers
547006,20% off on First Booking,High Intent Visitors
547007,Jet Miles Points,Frequent Travellers
547037,Loyalty Rewards,Minimal Discount Seekers
547070,Free Cancellation,Business Breeze
547100,Loyalty Rewards,Minimal Discount Seekers
547130,Loyalty Rewards,Minimal Discount Seekers
547150,Loyalty Rewards,Minimal Discount Seekers
547164,1 Night with Hotel Meal Free,Long Term Lodgers
547175,1 Night with Hotel Meal Free,Long Term Lodgers
547180,Loyalty Rewards,Minimal Discount Seekers
547181,1 Extra Bag with VIP Lounge,Elite Flyers
547201,20% off on First Booking,High Intent Visitors
547266,Loyalty Rewards,Minimal Discount Seekers
547301,1 Extra Bag with VIP Lounge,Elite Flyers
547320,20% off on First Booking,High Intent Visitors
547325,Loyalty Rewards,Minimal Discount Seekers
547336,20% off on First Booking,High Intent Visitors
547342,Loyalty Rewards,Minimal Discount Seekers
547412,1 Extra Bag with VIP Lounge,Elite Flyers
547453,Loyalty Rewards,Minimal Discount Seekers
547458,Free Cancellation,Business Breeze
547459,Loyalty Rewards,Minimal Discount Seekers
547483,Loyalty Rewards,Minimal Discount Seekers
547512,Free Cancellation,Business Breeze
547555,Jet Miles Points,Frequent Travellers
547559,Free Cancellation,Business Breeze
547568,1 Extra Bag with VIP Lounge,Elite Flyers
547594,20% off on First Booking,High Intent Visitors
547606,Free Cancellation,Business Breeze
547613,Free Cancellation,Business Breeze
547617,1 Night with Hotel Meal Free,Long Term Lodgers
547663,Loyalty Rewards,Minimal Discount Seekers
547664,Jet Miles Points,Frequent Travellers
547693,20% off on First Booking,High Intent Visitors
547761,Loyalty Rewards,Minimal Discount Seekers
547776,Jet Miles Points,Frequent Travellers
547779,Loyalty Rewards,Minimal Discount Seekers
547792,Free Cancellation,Business Breeze
547817,1 Night with Hotel Meal Free,Long Term Lodgers
547823,Jet Miles Points,Frequent Travellers
547825,Loyalty Rewards,Minimal Discount Seekers
547834,20% off on First Booking,High Intent Visitors
547836,1 Night with Hotel Meal Free,Long Term Lodgers
547857,Loyalty Rewards,Minimal Discount Seekers
547862,Free Cancellation,Business Breeze
547878,Exclusive Discount,Budget Consious
547911,Loyalty Rewards,Minimal Discount Seekers
547938,Early Bird Bonuses,Pre Booked Nomands
547951,Jet Miles Points,Frequent Travellers
547966,1 Extra Bag with VIP Lounge,Elite Flyers
547997,Loyalty Rewards,Minimal Discount Seekers
548006,1 Extra Bag with VIP Lounge,Elite Flyers
548022,Jet Miles Points,Frequent Travellers
548032,Loyalty Rewards,Minimal Discount Seekers
548037,Loyalty Rewards,Minimal Discount Seekers
548040,Loyalty Rewards,Minimal Discount Seekers
548093,20% off on First Booking,High Intent Visitors
548109,Jet Miles Points,Frequent Travellers
548113,Jet Miles Points,Frequent Travellers
548120,Loyalty Rewards,Minimal Discount Seekers
548123,20% off on First Booking,High Intent Visitors
548185,20% off on First Booking,High Intent Visitors
548189,Free Cancellation,Business Breeze
548190,Loyalty Rewards,Minimal Discount Seekers
548193,Loyalty Rewards,Minimal Discount Seekers
548222,Free Cancellation,Business Breeze
548228,20% off on First Booking,High Intent Visitors
548230,Loyalty Rewards,Minimal Discount Seekers
548256,Jet Miles Points,Frequent Travellers
548258,Jet Miles Points,Frequent Travellers
548272,Jet Miles Points,Frequent Travellers
548307,Loyalty Rewards,Minimal Discount Seekers
548310,1 Extra Bag with VIP Lounge,Elite Flyers
548391,Loyalty Rewards,Minimal Discount Seekers
548408,Jet Miles Points,Frequent Travellers
548422,Jet Miles Points,Frequent Travellers
548434,1 Extra Bag with VIP Lounge,Elite Flyers
548448,1 Night with Hotel Meal Free,Long Term Lodgers
548474,Loyalty Rewards,Minimal Discount Seekers
548488,Loyalty Rewards,Minimal Discount Seekers
548490,Loyalty Rewards,Minimal Discount Seekers
548504,Free Cancellation,Business Breeze
548560,Loyalty Rewards,Minimal Discount Seekers
548568,Jet Miles Points,Frequent Travellers
548587,Loyalty Rewards,Minimal Discount Seekers
548635,Jet Miles Points,Frequent Travellers
548651,Free Cancellation,Business Breeze
548653,Free Cancellation,Business Breeze
548672,Jet Miles Points,Frequent Travellers
548708,Free Cancellation,Business Breeze
548743,Loyalty Rewards,Minimal Discount Seekers
548853,1 Extra Bag with VIP Lounge,Elite Flyers
548859,Jet Miles Points,Frequent Travellers
548872,20% off on First Booking,High Intent Visitors
548961,Loyalty Rewards,Minimal Discount Seekers
548967,Jet Miles Points,Frequent Travellers
548978,Loyalty Rewards,Minimal Discount Seekers
548988,Jet Miles Points,Frequent Travellers
548990,Loyalty Rewards,Minimal Discount Seekers
549058,Early Bird Bonuses,Pre Booked Nomands
549115,Early Bird Bonuses,Pre Booked Nomands
549116,Free Cancellation,Business Breeze
549121,Loyalty Rewards,Minimal Discount Seekers
549141,20% off on First Booking,High Intent Visitors
549152,Free Cancellation,Business Breeze
549154,Free Cancellation,Business Breeze
549190,1 Night with Hotel Meal Free,Long Term Lodgers
549202,Jet Miles Points,Frequent Travellers
549235,20% off on First Booking,High Intent Visitors
549251,Loyalty Rewards,Minimal Discount Seekers
549274,Loyalty Rewards,Minimal Discount Seekers
549281,Jet Miles Points,Frequent Travellers
549290,20% off on First Booking,High Intent Visitors
549292,Jet Miles Points,Frequent Travellers
549293,20% off on First Booking,High Intent Visitors
549303,Free Cancellation,Business Breeze
549313,Loyalty Rewards,Minimal Discount Seekers
549320,20% off on First Booking,High Intent Visitors
549357,Loyalty Rewards,Minimal Discount Seekers
549359,Jet Miles Points,Frequent Travellers
549361,Jet Miles Points,Frequent Travellers
549366,20% off on First Booking,High Intent Visitors
549367,Free Cancellation,Business Breeze
549377,1 Extra Bag with VIP Lounge,Elite Flyers
549389,20% off on First Booking,High Intent Visitors
549390,1 Night with Hotel Meal Free,Long Term Lodgers
549450,20% off on First Booking,High Intent Visitors
549466,Free Cancellation,Business Breeze
549472,20% off on First Booking,High Intent Visitors
549482,Jet Miles Points,Frequent Travellers
549515,Jet Miles Points,Frequent Travellers
549569,Loyalty Rewards,Minimal Discount Seekers
549572,Free Cancellation,Business Breeze
549579,20% off on First Booking,High Intent Visitors
549580,Jet Miles Points,Frequent Travellers
549584,1 Extra Bag with VIP Lounge,Elite Flyers
549608,20% off on First Booking,High Intent Visitors
549611,Free Cancellation,Business Breeze
549623,Free Cancellation,Business Breeze
549631,Free Cancellation,Business Breeze
549710,Jet Miles Points,Frequent Travellers
549714,Loyalty Rewards,Minimal Discount Seekers
549733,Loyalty Rewards,Minimal Discount Seekers
549746,Free Cancellation,Business Breeze
549759,20% off on First Booking,High Intent Visitors
549764,Loyalty Rewards,Minimal Discount Seekers
549777,Loyalty Rewards,Minimal Discount Seekers
549797,Free Cancellation,Business Breeze
549800,1 Extra Bag with VIP Lounge,Elite Flyers
549850,Free Cancellation,Business Breeze
549894,20% off on First Booking,High Intent Visitors
549938,Loyalty Rewards,Minimal Discount Seekers
549988,Loyalty Rewards,Minimal Discount Seekers
549992,Loyalty Rewards,Minimal Discount Seekers
550017,Free Cancellation,Business Breeze
550019,Jet Miles Points,Frequent Travellers
550022,20% off on First Booking,High Intent Visitors
550028,Loyalty Rewards,Minimal Discount Seekers
550068,Loyalty Rewards,Minimal Discount Seekers
550071,Jet Miles Points,Frequent Travellers
550077,Loyalty Rewards,Minimal Discount Seekers
550105,Loyalty Rewards,Minimal Discount Seekers
550110,Loyalty Rewards,Minimal Discount Seekers
550134,Loyalty Rewards,Minimal Discount Seekers
550193,20% off on First Booking,High Intent Visitors
550200,1 Night with Hotel Meal Free,Long Term Lodgers
550202,Jet Miles Points,Frequent Travellers
550221,Jet Miles Points,Frequent Travellers
550222,Jet Miles Points,Frequent Travellers
550229,Loyalty Rewards,Minimal Discount Seekers
550233,Free Cancellation,Business Breeze
550298,20% off on First Booking,High Intent Visitors
550300,Jet Miles Points,Frequent Travellers
550317,Loyalty Rewards,Minimal Discount Seekers
550400,Loyalty Rewards,Minimal Discount Seekers
550421,Loyalty Rewards,Minimal Discount Seekers
550426,Jet Miles Points,Frequent Travellers
550442,Loyalty Rewards,Minimal Discount Seekers
550455,Loyalty Rewards,Minimal Discount Seekers
550459,Jet Miles Points,Frequent Travellers
550460,Free Cancellation,Business Breeze
550482,20% off on First Booking,High Intent Visitors
550506,1 Extra Bag with VIP Lounge,Elite Flyers
550514,Loyalty Rewards,Minimal Discount Seekers
550572,1 Extra Bag with VIP Lounge,Elite Flyers
550579,Jet Miles Points,Frequent Travellers
550599,Loyalty Rewards,Minimal Discount Seekers
550627,Early Bird Bonuses,Pre Booked Nomands
550703,20% off on First Booking,High Intent Visitors
550711,20% off on First Booking,High Intent Visitors
550752,Loyalty Rewards,Minimal Discount Seekers
550754,Loyalty Rewards,Minimal Discount Seekers
550796,Early Bird Bonuses,Pre Booked Nomands
550804,Loyalty Rewards,Minimal Discount Seekers
550805,Free Cancellation,Business Breeze
550830,20% off on First Booking,High Intent Visitors
550868,20% off on First Booking,High Intent Visitors
550871,Loyalty Rewards,Minimal Discount Seekers
550887,20% off on First Booking,High Intent Visitors
550904,Free Cancellation,Business Breeze
550973,Free Cancellation,Business Breeze
550985,1 Extra Bag with VIP Lounge,Elite Flyers
551023,Jet Miles Points,Frequent Travellers
551032,Free Cancellation,Business Breeze
551042,Jet Miles Points,Frequent Travellers
551051,20% off on First Booking,High Intent Visitors
551088,Jet Miles Points,Frequent Travellers
551116,Loyalty Rewards,Minimal Discount Seekers
551166,Loyalty Rewards,Minimal Discount Seekers
551210,20% off on First Booking,High Intent Visitors
551211,20% off on First Booking,High Intent Visitors
551217,Free Cancellation,Business Breeze
551237,Loyalty Rewards,Minimal Discount Seekers
551241,Loyalty Rewards,Minimal Discount Seekers
551245,20% off on First Booking,High Intent Visitors
551278,Loyalty Rewards,Minimal Discount Seekers
551282,Free Cancellation,Business Breeze
551331,Jet Miles Points,Frequent Travellers
551340,1 Extra Bag with VIP Lounge,Elite Flyers
551359,Free Cancellation,Business Breeze
551430,Loyalty Rewards,Minimal Discount Seekers
551431,20% off on First Booking,High Intent Visitors
551448,Jet Miles Points,Frequent Travellers
551468,Jet Miles Points,Frequent Travellers
551473,20% off on First Booking,High Intent Visitors
551486,1 Extra Bag with VIP Lounge,Elite Flyers
551488,20% off on First Booking,High Intent Visitors
551501,20% off on First Booking,High Intent Visitors
551549,Loyalty Rewards,Minimal Discount Seekers
551560,Loyalty Rewards,Minimal Discount Seekers
551567,Jet Miles Points,Frequent Travellers
551576,Loyalty Rewards,Minimal Discount Seekers
551600,1 Extra Bag with VIP Lounge,Elite Flyers
551615,Loyalty Rewards,Minimal Discount Seekers
551620,Loyalty Rewards,Minimal Discount Seekers
551622,20% off on First Booking,High Intent Visitors
551627,1 Extra Bag with VIP Lounge,Elite Flyers
551662,Loyalty Rewards,Minimal Discount Seekers
551665,Free Cancellation,Business Breeze
551671,20% off on First Booking,High Intent Visitors
551681,1 Extra Bag with VIP Lounge,Elite Flyers
551685,Loyalty Rewards,Minimal Discount Seekers
551718,1 Extra Bag with VIP Lounge,Elite Flyers
551729,Loyalty Rewards,Minimal Discount Seekers
551804,Jet Miles Points,Frequent Travellers
551834,Loyalty Rewards,Minimal Discount Seekers
551847,Loyalty Rewards,Minimal Discount Seekers
551890,Jet Miles Points,Frequent Travellers
551908,20% off on First Booking,High Intent Visitors
551914,Loyalty Rewards,Minimal Discount Seekers
551935,20% off on First Booking,High Intent Visitors
551963,Free Cancellation,Business Breeze
551967,1 Extra Bag with VIP Lounge,Elite Flyers
551978,1 Extra Bag with VIP Lounge,Elite Flyers
551990,Loyalty Rewards,Minimal Discount Seekers
552036,1 Extra Bag with VIP Lounge,Elite Flyers
552088,Jet Miles Points,Frequent Travellers
552165,20% off on First Booking,High Intent Visitors
552172,Jet Miles Points,Frequent Travellers
552192,Free Cancellation,Business Breeze
552209,1 Extra Bag with VIP Lounge,Elite Flyers
552302,20% off on First Booking,High Intent Visitors
552303,Free Cancellation,Business Breeze
552313,Jet Miles Points,Frequent Travellers
552314,Loyalty Rewards,Minimal Discount Seekers
552345,Free Cancellation,Business Breeze
552348,Free Cancellation,Business Breeze
552363,Jet Miles Points,Frequent Travellers
552364,20% off on First Booking,High Intent Visitors
552366,Jet Miles Points,Frequent Travellers
552372,Loyalty Rewards,Minimal Discount Seekers
552384,Loyalty Rewards,Minimal Discount Seekers
552414,Jet Miles Points,Frequent Travellers
552432,Free Cancellation,Business Breeze
552440,Loyalty Rewards,Minimal Discount Seekers
552473,Loyalty Rewards,Minimal Discount Seekers
552487,Loyalty Rewards,Minimal Discount Seekers
552506,20% off on First Booking,High Intent Visitors
552532,1 Extra Bag with VIP Lounge,Elite Flyers
552535,Jet Miles Points,Frequent Travellers
552558,Free Cancellation,Business Breeze
552573,1 Extra Bag with VIP Lounge,Elite Flyers
552597,Loyalty Rewards,Minimal Discount Seekers
552598,Loyalty Rewards,Minimal Discount Seekers
552613,Jet Miles Points,Frequent Travellers
552623,Early Bird Bonuses,Pre Booked Nomands
552642,Free Cancellation,Business Breeze
552643,Jet Miles Points,Frequent Travellers
552649,Loyalty Rewards,Minimal Discount Seekers
552653,Loyalty Rewards,Minimal Discount Seekers
552661,Jet Miles Points,Frequent Travellers
552726,20% off on First Booking,High Intent Visitors
552732,Loyalty Rewards,Minimal Discount Seekers
552734,Jet Miles Points,Frequent Travellers
552760,Loyalty Rewards,Minimal Discount Seekers
552763,Loyalty Rewards,Minimal Discount Seekers
552775,Loyalty Rewards,Minimal Discount Seekers
552809,Free Cancellation,Business Breeze
552861,1 Extra Bag with VIP Lounge,Elite Flyers
552904,Free Cancellation,Business Breeze
552929,Jet Miles Points,Frequent Travellers
552944,Free Cancellation,Business Breeze
552945,Jet Miles Points,Frequent Travellers
553017,Free Cancellation,Business Breeze
553054,20% off on First Booking,High Intent Visitors
553139,Jet Miles Points,Frequent Travellers
553151,Jet Miles Points,Frequent Travellers
553208,20% off on First Booking,High Intent Visitors
553219,Free Cancellation,Business Breeze
553220,Loyalty Rewards,Minimal Discount Seekers
553231,Loyalty Rewards,Minimal Discount Seekers
553245,1 Night with Hotel Meal Free,Long Term Lodgers
553339,Free Cancellation,Business Breeze
553361,Free Cancellation,Business Breeze
553456,1 Extra Bag with VIP Lounge,Elite Flyers
553533,Loyalty Rewards,Minimal Discount Seekers
553559,Loyalty Rewards,Minimal Discount Seekers
553568,Free Cancellation,Business Breeze
553607,Loyalty Rewards,Minimal Discount Seekers
553631,20% off on First Booking,High Intent Visitors
553633,20% off on First Booking,High Intent Visitors
553645,Jet Miles Points,Frequent Travellers
553664,Loyalty Rewards,Minimal Discount Seekers
553690,20% off on First Booking,High Intent Visitors
553704,1 Extra Bag with VIP Lounge,Elite Flyers
553743,20% off on First Booking,High Intent Visitors
553751,Loyalty Rewards,Minimal Discount Seekers
553754,Loyalty Rewards,Minimal Discount Seekers
553773,Jet Miles Points,Frequent Travellers
553783,20% off on First Booking,High Intent Visitors
553791,Free Cancellation,Business Breeze
553805,Loyalty Rewards,Minimal Discount Seekers
553876,Free Cancellation,Business Breeze
553901,1 Extra Bag with VIP Lounge,Elite Flyers
553904,Early Bird Bonuses,Pre Booked Nomands
553938,Loyalty Rewards,Minimal Discount Seekers
553943,Free Cancellation,Business Breeze
553955,Free Cancellation,Business Breeze
553967,Loyalty Rewards,Minimal Discount Seekers
553984,Loyalty Rewards,Minimal Discount Seekers
553985,Loyalty Rewards,Minimal Discount Seekers
554026,Jet Miles Points,Frequent Travellers
554079,Jet Miles Points,Frequent Travellers
554141,Free Cancellation,Business Breeze
554155,Loyalty Rewards,Minimal Discount Seekers
554163,Free Cancellation,Business Breeze
554175,Loyalty Rewards,Minimal Discount Seekers
554202,Loyalty Rewards,Minimal Discount Seekers
554213,Loyalty Rewards,Minimal Discount Seekers
554217,Loyalty Rewards,Minimal Discount Seekers
554269,Loyalty Rewards,Minimal Discount Seekers
554284,Loyalty Rewards,Minimal Discount Seekers
554289,20% off on First Booking,High Intent Visitors
554299,20% off on First Booking,High Intent Visitors
554357,20% off on First Booking,High Intent Visitors
554413,Jet Miles Points,Frequent Travellers
554444,Free Cancellation,Business Breeze
554450,20% off on First Booking,High Intent Visitors
554507,Loyalty Rewards,Minimal Discount Seekers
554532,Jet Miles Points,Frequent Travellers
554560,Loyalty Rewards,Minimal Discount Seekers
554609,Loyalty Rewards,Minimal Discount Seekers
554632,20% off on First Booking,High Intent Visitors
554670,Loyalty Rewards,Minimal Discount Seekers
554681,20% off on First Booking,High Intent Visitors
554724,20% off on First Booking,High Intent Visitors
554753,Jet Miles Points,Frequent Travellers
554801,Loyalty Rewards,Minimal Discount Seekers
554853,1 Night with Hotel Meal Free,Long Term Lodgers
554866,20% off on First Booking,High Intent Visitors
554885,Free Cancellation,Business Breeze
554922,Loyalty Rewards,Minimal Discount Seekers
554939,20% off on First Booking,High Intent Visitors
554949,20% off on First Booking,High Intent Visitors
554956,Jet Miles Points,Frequent Travellers
554961,Loyalty Rewards,Minimal Discount Seekers
555030,20% off on First Booking,High Intent Visitors
555058,Loyalty Rewards,Minimal Discount Seekers
555075,20% off on First Booking,High Intent Visitors
555083,1 Night with Hotel Meal Free,Long Term Lodgers
555108,Loyalty Rewards,Minimal Discount Seekers
555135,Free Cancellation,Business Breeze
555147,Loyalty Rewards,Minimal Discount Seekers
555151,Free Cancellation,Business Breeze
555180,Loyalty Rewards,Minimal Discount Seekers
555186,Jet Miles Points,Frequent Travellers
555187,20% off on First Booking,High Intent Visitors
555191,Loyalty Rewards,Minimal Discount Seekers
555193,Loyalty Rewards,Minimal Discount Seekers
555203,20% off on First Booking,High Intent Visitors
555206,Free Cancellation,Business Breeze
555250,Loyalty Rewards,Minimal Discount Seekers
555257,Jet Miles Points,Frequent Travellers
555275,Loyalty Rewards,Minimal Discount Seekers
555277,Loyalty Rewards,Minimal Discount Seekers
555299,Loyalty Rewards,Minimal Discount Seekers
555301,Free Cancellation,Business Breeze
555310,Jet Miles Points,Frequent Travellers
555326,Loyalty Rewards,Minimal Discount Seekers
555334,1 Extra Bag with VIP Lounge,Elite Flyers
555418,20% off on First Booking,High Intent Visitors
555428,Loyalty Rewards,Minimal Discount Seekers
555478,Loyalty Rewards,Minimal Discount Seekers
555484,Jet Miles Points,Frequent Travellers
555492,Loyalty Rewards,Minimal Discount Seekers
555499,Free Cancellation,Business Breeze
555521,1 Night with Hotel Meal Free,Long Term Lodgers
555563,Free Cancellation,Business Breeze
555587,Free Cancellation,Business Breeze
555600,1 Night with Hotel Meal Free,Long Term Lodgers
555648,Jet Miles Points,Frequent Travellers
555656,20% off on First Booking,High Intent Visitors
555698,Loyalty Rewards,Minimal Discount Seekers
555710,1 Extra Bag with VIP Lounge,Elite Flyers
555712,20% off on First Booking,High Intent Visitors
555751,Loyalty Rewards,Minimal Discount Seekers
555770,Loyalty Rewards,Minimal Discount Seekers
555773,20% off on First Booking,High Intent Visitors
555782,Loyalty Rewards,Minimal Discount Seekers
555784,Loyalty Rewards,Minimal Discount Seekers
555796,Free Cancellation,Business Breeze
555818,20% off on First Booking,High Intent Visitors
555850,Loyalty Rewards,Minimal Discount Seekers
555852,Free Cancellation,Business Breeze
555894,Free Cancellation,Business Breeze
555934,Loyalty Rewards,Minimal Discount Seekers
555960,20% off on First Booking,High Intent Visitors
555990,20% off on First Booking,High Intent Visitors
555997,Jet Miles Points,Frequent Travellers
556015,Jet Miles Points,Frequent Travellers
556019,Loyalty Rewards,Minimal Discount Seekers
556043,1 Extra Bag with VIP Lounge,Elite Flyers
556052,Jet Miles Points,Frequent Travellers
556067,Jet Miles Points,Frequent Travellers
556111,1 Night with Hotel Meal Free,Long Term Lodgers
556119,Loyalty Rewards,Minimal Discount Seekers
556127,Jet Miles Points,Frequent Travellers
556138,Jet Miles Points,Frequent Travellers
556199,20% off on First Booking,High Intent Visitors
556214,1 Extra Bag with VIP Lounge,Elite Flyers
556215,Loyalty Rewards,Minimal Discount Seekers
556268,Loyalty Rewards,Minimal Discount Seekers
556274,Early Bird Bonuses,Pre Booked Nomands
556314,1 Night with Hotel Meal Free,Long Term Lodgers
556347,Jet Miles Points,Frequent Travellers
556391,Loyalty Rewards,Minimal Discount Seekers
556395,20% off on First Booking,High Intent Visitors
556417,20% off on First Booking,High Intent Visitors
556533,Loyalty Rewards,Minimal Discount Seekers
556579,Loyalty Rewards,Minimal Discount Seekers
556621,20% off on First Booking,High Intent Visitors
556622,Free Cancellation,Business Breeze
556623,Loyalty Rewards,Minimal Discount Seekers
556647,Loyalty Rewards,Minimal Discount Seekers
556673,1 Night with Hotel Meal Free,Long Term Lodgers
556714,Loyalty Rewards,Minimal Discount Seekers
556744,1 Extra Bag with VIP Lounge,Elite Flyers
556824,Free Cancellation,Business Breeze
556827,1 Night with Hotel Meal Free,Long Term Lodgers
556830,Loyalty Rewards,Minimal Discount Seekers
556841,Loyalty Rewards,Minimal Discount Seekers
556887,Jet Miles Points,Frequent Travellers
556900,20% off on First Booking,High Intent Visitors
556904,Loyalty Rewards,Minimal Discount Seekers
556906,Loyalty Rewards,Minimal Discount Seekers
557005,Free Cancellation,Business Breeze
557010,20% off on First Booking,High Intent Visitors
557033,Loyalty Rewards,Minimal Discount Seekers
557036,Loyalty Rewards,Minimal Discount Seekers
557055,1 Extra Bag with VIP Lounge,Elite Flyers
557107,Free Cancellation,Business Breeze
557108,20% off on First Booking,High Intent Visitors
557118,Jet Miles Points,Frequent Travellers
557134,Jet Miles Points,Frequent Travellers
557236,Jet Miles Points,Frequent Travellers
557248,20% off on First Booking,High Intent Visitors
557262,Jet Miles Points,Frequent Travellers
557282,Loyalty Rewards,Minimal Discount Seekers
557298,Loyalty Rewards,Minimal Discount Seekers
557307,Loyalty Rewards,Minimal Discount Seekers
557314,Jet Miles Points,Frequent Travellers
557343,Loyalty Rewards,Minimal Discount Seekers
557402,Loyalty Rewards,Minimal Discount Seekers
557449,Loyalty Rewards,Minimal Discount Seekers
557476,Loyalty Rewards,Minimal Discount Seekers
557492,1 Night with Hotel Meal Free,Long Term Lodgers
557496,Loyalty Rewards,Minimal Discount Seekers
557508,Jet Miles Points,Frequent Travellers
557525,Free Cancellation,Business Breeze
557562,Free Cancellation,Business Breeze
557569,1 Night with Hotel Meal Free,Long Term Lodgers
557643,Loyalty Rewards,Minimal Discount Seekers
557672,Jet Miles Points,Frequent Travellers
557692,1 Extra Bag with VIP Lounge,Elite Flyers
557726,Loyalty Rewards,Minimal Discount Seekers
557762,1 Night with Hotel Meal Free,Long Term Lodgers
557794,Jet Miles Points,Frequent Travellers
557799,20% off on First Booking,High Intent Visitors
557815,Jet Miles Points,Frequent Travellers
557834,Loyalty Rewards,Minimal Discount Seekers
557851,Free Cancellation,Business Breeze
557875,Loyalty Rewards,Minimal Discount Seekers
557876,Jet Miles Points,Frequent Travellers
557879,20% off on First Booking,High Intent Visitors
557887,1 Night with Hotel Meal Free,Long Term Lodgers
557921,Jet Miles Points,Frequent Travellers
557932,Jet Miles Points,Frequent Travellers
557956,Loyalty Rewards,Minimal Discount Seekers
557957,1 Night with Hotel Meal Free,Long Term Lodgers
557963,Loyalty Rewards,Minimal Discount Seekers
557986,Loyalty Rewards,Minimal Discount Seekers
557992,20% off on First Booking,High Intent Visitors
558018,Loyalty Rewards,Minimal Discount Seekers
558019,Loyalty Rewards,Minimal Discount Seekers
558081,Loyalty Rewards,Minimal Discount Seekers
558114,Loyalty Rewards,Minimal Discount Seekers
558138,Free Cancellation,Business Breeze
558147,20% off on First Booking,High Intent Visitors
558202,1 Extra Bag with VIP Lounge,Elite Flyers
558204,Loyalty Rewards,Minimal Discount Seekers
558251,Jet Miles Points,Frequent Travellers
558270,Jet Miles Points,Frequent Travellers
558277,Jet Miles Points,Frequent Travellers
558294,Free Cancellation,Business Breeze
558300,Loyalty Rewards,Minimal Discount Seekers
558362,Free Cancellation,Business Breeze
558388,Free Cancellation,Business Breeze
558394,Loyalty Rewards,Minimal Discount Seekers
558395,20% off on First Booking,High Intent Visitors
558437,Loyalty Rewards,Minimal Discount Seekers
558466,Loyalty Rewards,Minimal Discount Seekers
558489,Loyalty Rewards,Minimal Discount Seekers
558506,Loyalty Rewards,Minimal Discount Seekers
558513,Free Cancellation,Business Breeze
558651,Loyalty Rewards,Minimal Discount Seekers
558659,Loyalty Rewards,Minimal Discount Seekers
558682,Loyalty Rewards,Minimal Discount Seekers
558774,Loyalty Rewards,Minimal Discount Seekers
558786,Loyalty Rewards,Minimal Discount Seekers
558838,Free Cancellation,Business Breeze
558851,20% off on First Booking,High Intent Visitors
558852,20% off on First Booking,High Intent Visitors
558919,20% off on First Booking,High Intent Visitors
558920,Free Cancellation,Business Breeze
558966,Loyalty Rewards,Minimal Discount Seekers
558987,Loyalty Rewards,Minimal Discount Seekers
558988,Jet Miles Points,Frequent Travellers
559068,Loyalty Rewards,Minimal Discount Seekers
559071,Loyalty Rewards,Minimal Discount Seekers
559093,Free Cancellation,Business Breeze
559094,20% off on First Booking,High Intent Visitors
559107,Jet Miles Points,Frequent Travellers
