"gender","age","married","has_children","home_country","user_id","median_page_clicks","num_sessions","median_session_duration_seconds","total_booked_trips","num_cancelled_trips","num_no_booking","num_not_completed_trips","num_completed_trips","num_round_trip_flights","num_one_way_flights","total_flights_booked","total_hotels_booked","median_flight_discount_amount","median_flight_base_price","median_flight_spent","median_hotel_spent","median_hotel_discount_amount","median_checked_bags","median_seats_booked","median_rooms","median_days_until_departure","median_days_until_checkin","median_days_stay_flight","median_night_stay_hotel","num_times_travelled_from_homeairport","num_times_travelled_to_homeairport","num_times_travelled_from_outside_homeairport","num_times_expensive_hotel_booked","num_times_expensive_flight_booked","num_weekend_trip","num_holiday_season_trip","avg_distance_flown"
"F","41","true","false","usa","540718","12.5","8","92.5","3","0","5","0","3","2","","4","2","","455.80999999999995","455.80999999999995","1204","","0.5","1","1","7.65849537037037","9.591038946759259","3.5","8","2","0","0","0","0","0","0","3117.1743880385243"
"F","35","false","false","canada","540733","9","8","67.5","4","0","4","0","4","3","","6","3","","199.55","399.1","796","0.1","0","1","1","4.627407407407407","9.617369097222221","3","2","3","0","0","0","0","0","1","1591.063731625102"
"F","67","true","false","usa","540777","9.5","10","72","1","0","9","0","1","","","0","1","","","","2822.4","0.1","","","1","","5.030752314814815","","28","0","0","0","0","0","0","0",""
"M","43","false","false","usa","540819","16","9","118","4","1","4","0","3","3","","6","3","0.15","515.36","489.77","110.5","0.15","1","1","1","5.10488425925926","5.359537905092592","2","1","3","0","0","0","0","0","0","2377.107780126187"
"F","50","true","true","canada","540837","12.5","8","93","1","0","7","0","1","1","","2","1","","265.08","265.08","106","","0","1","1","5.613657407407407","5.7752673032407404","2","1","1","0","0","0","0","0","0","1576.1504887547437"
"F","37","true","false","usa","540857","7.5","8","57.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","47","true","true","usa","540863","13","9","97","2","0","7","0","2","1","","2","1","","625.1","3750.6","1880","","5","6","1","280.6518981481481","5.852337962962963","15","8","1","0","0","0","0","0","0","557.6232562542773"
"F","48","false","false","canada","540924","7","8","52.5","3","0","5","0","3","","","0","3","0.3","","","1320","","","","1","","5.2573842592592595","","5","0","0","0","1","0","0","0",""
"F","22","false","true","usa","540941","12","8","86.5","2","0","6","0","2","1","","2","1","0.1","2569.93","2569.93","239","","0","1","1","365.07625","13.628333333333334","13","1","1","0","0","0","0","0","1","20599.213246459694"
"F","57","true","false","canada","540966","5","9","38","0","0","9","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","32","false","false","usa","540973","13.5","8","100.5","3","0","5","0","3","3","","6","3","","455.04","455.04","187","","1","1","1","6.376793981481481","6.665271585648148","2","1","3","0","0","1","0","0","0","2837.6584687862924"
"M","33","false","false","usa","540974","13","8","93.5","2","0","6","0","2","1","","2","2","","227.72","227.72","304.5","","1","1","1","6.141400462962963","4.249847916666667","4","3","1","0","0","0","0","0","0","1415.0366411297643"
"F","41","false","true","canada","541001","9","8","68.5","2","0","6","0","2","2","","4","1","","638.6949999999999","638.6949999999999","282","","0.5","1","1","7.268229166666667","6.981493576388889","3.5","2","2","0","0","0","0","0","0","3360.0688245994897"
"F","18","false","false","usa","541034","4","8","31.5","1","0","7","0","1","","","0","1","","","","1021.5","0.1","","","1","","32.819016203703704","","5","0","0","0","0","0","0","0",""
"F","28","false","false","usa","541040","20","9","145","3","1","5","0","2","1","","2","2","","734.91","734.91","566.5","0.05","1","1","1","8.57957175925926","5.206376996527778","3","4","1","0","0","0","0","0","0","4183.68105154044"
"F","19","false","false","canada","541041","11","9","84","1","0","8","0","1","1","","2","1","","124.73","124.73","1650","","0","1","1","5.4375","5.562403645833333","6","5","1","0","0","1","0","0","0","794.1290052221717"
"F","72","true","false","usa","541047","15","8","112","2","1","5","0","1","","","0","1","","","","3744","","","","2","","6.900891203703703","","6","0","0","0","1","0","0","0",""
"F","39","false","true","usa","541061","9.5","8","70.5","2","0","6","0","2","1","","2","1","0.05","187.73","178.3435","1544","","1","1","4","6.702430555555556","5.512893518518519","8","2","1","0","0","0","0","0","0","1005.5306546938157"
"F","69","true","false","usa","541083","14.5","8","110","1","0","7","0","1","1","","2","1","","1395.27","2790.54","205.7","0.15","0","2","2","6.5536111111111115","6.839621006944444","2","1","1","0","0","0","0","0","0","3970.9664077887737"
"F","52","false","false","usa","541084","12","9","90","5","0","4","0","5","2","","4","5","0.2","201.68","201.68","784","0.15","0.5","1","1","8.804693287037036","8.78084357638889","4","6","2","0","0","0","0","0","0","1211.6341637923163"
"F","44","false","false","usa","541112","13.5","8","99","4","0","4","0","4","3","","6","4","0.1","152.33","152.33","546.5","","0","1","1","6.831388888888889","6.327820659722223","5","3","3","0","0","1","0","0","0","763.3318225729269"
"M","32","true","true","usa","541132","6.5","8","47","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","34","false","false","usa","541150","12","9","90","3","0","6","0","3","2","","4","3","","338.195","338.195","366","","1","1","1","9.038275462962963","13.77141226851852","4","3","2","0","0","0","0","0","0","1764.860285255044"
"M","43","false","true","usa","541162","31","9","227","5","1","3","0","4","4","","8","3","","280.13","280.13","211","","0.5","1","1","11.64421875","10.677698032407408","2","1","4","0","0","0","0","0","1","1592.2520577150092"
"F","39","true","false","usa","541168","19","8","142.5","6","0","2","0","6","5","","10","4","0.3","329.39","329.39","570.5","","1","1","1","6.8199652777777775","7.386534346064815","3","3","5","0","0","1","0","0","1","2224.9677225794608"
"F","40","false","true","usa","541176","12","8","91.5","3","0","5","0","3","1","2","4","3","0.1","282.72","282.72","192","0.1","1","1","1","5.059699074074074","5.197706365740741","2","2","3","0","0","0","0","0","1","2184.832429748138"
"F","25","true","true","canada","541193","12.5","8","91.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","25","false","false","usa","541216","6","9","47","1","0","8","0","1","1","","2","1","0.15","596.5","507.025","258","","0","1","1","6.764247685185185","7.025318518518518","4","2","1","0","0","0","0","0","0","3406.467021608355"
"F","50","false","true","canada","541224","10","8","74.5","2","0","6","0","2","2","","4","2","","681.685","681.685","249","","0.5","1","1","9.311967592592593","9.59285379050926","3","2","2","0","0","0","0","0","0","3744.7514705976782"
"F","48","true","false","usa","541235","21.5","8","160.5","5","0","3","0","5","5","","10","5","","660.77","660.77","336","0.15000000000000002","0","1","1","7.50443287037037","7.709976099537037","4","3","5","0","0","0","0","0","1","3352.7263374738054"
"M","47","false","true","usa","541236","6.5","8","50.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","26","true","false","usa","541240","9.5","8","70.5","2","0","6","0","2","1","","2","2","","341.2","341.2","294.4","0.2","0","1","1","11.6346875","10.17854916087963","2","2.5","1","0","0","0","0","0","0","1712.604045313907"
"F","56","true","false","usa","541249","10","8","74.5","3","0","5","0","3","2","","4","3","0.15","219.46","310.831","1920","0.2","0","1.5","1","8.10170138888889","5.712544328703704","4.5","5","2","0","0","1","0","0","0","882.3796207304529"
"F","45","false","false","canada","541259","20.5","8","151.5","5","0","3","0","5","3","1","7","3","","451.13","498.14","884","0.2","0","1","2","7.047158564814815","7.743777083333334","2","2","4","0","0","0","0","0","0","2491.700200916808"
"F","38","true","true","canada","541262","19","9","143","4","1","4","0","3","3","","6","3","0.25","371.16","371.16","266.4","0.1","1","1","1","9.931793981481482","10.100463252314816","3","2","3","0","0","0","0","0","1","2148.818115236087"
"F","46","true","false","usa","541282","22","10","163","2","1","7","0","1","","","0","1","0.3999999999999999","","","1232","","","","1","","6.070023148148148","","16","0","0","0","0","0","0","0",""
"F","45","true","false","usa","541289","18.5","8","137.5","4","0","4","0","4","4","","8","4","0.1","377.335","465.245","776.9","0.1","0.5","1","1","6.651770833333334","6.80955078125","6","5","4","0","0","0","0","0","1","2054.7804727810267"
"F","45","true","false","canada","541326","9","9","67","2","0","7","0","2","2","","4","1","0.1","303.01","277.402","413","","0","1","1","9.91998263888889","8.912423032407407","6.5","7","2","0","0","0","0","0","1","1964.1510138033977"
"F","44","true","true","usa","541352","15","8","113","2","0","6","0","2","2","","4","2","","89.4","89.4","1311","","0.5","1","1","6.484444444444444","6.594489236111111","5","4","2","0","0","2","0","0","0","506.53690345807354"
"F","42","false","false","usa","541357","16","8","121.5","4","0","4","0","4","4","","8","3","0.3","591.7950000000001","505.61850000000004","358","0.1","0.5","1","1","8.372748842592593","6.927696064814815","3.5","2","4","0","0","0","0","0","0","2448.9342054670183"
"F","40","true","true","usa","541382","26.5","10","196.5","5","0","5","0","5","5","","10","5","","211.07","211.07","286","0.15","0","1","1","8.826898148148148","8.940538773148148","4","2","5","0","0","0","0","0","1","1800.5969115456621"
"F","29","false","false","usa","541389","14","9","104","5","0","4","1","5","5","","10","3","","475.85","475.85","190","","1","1","1","9.221226851851853","9.469343518518519","3","2","5","0","0","0","0","0","0","2256.3690841663774"
"F","36","true","false","usa","541438","12","9","91","2","0","7","0","2","","2","2","2","","81.035","81.035","260","","0.5","1","1","7.540127314814814","7.668543721064815","","2","2","0","0","0","0","0","0","875.1477220402687"
"F","56","false","true","usa","541454","20","8","149.5","5","0","3","0","5","4","1","9","5","0.3","648.27","504.25","325","","1","1","1","8.391967592592593","8.691957696759259","4.5","4","5","0","0","1","0","0","1","2781.168820050505"
"F","26","false","false","usa","541497","9","8","69.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","43","false","false","usa","541505","10.5","8","78","3","0","5","0","3","3","","6","3","0.1","269.19","242.271","147","","1","1","1","9.126655092592593","9.290487905092593","4","2","3","0","0","0","0","0","0","1958.9447415436332"
"M","53","false","false","usa","541516","15.5","8","116.5","3","0","5","0","3","2","","4","3","0.1","386.53499999999997","349.239","612","","1","1","1","6.287100694444445","6.321137210648148","4.5","3","2","0","0","0","0","0","0","2151.862845542079"
"F","18","false","false","usa","541539","7","9","51","1","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"M","52","true","true","usa","541540","15","8","112","4","0","4","0","4","3","1","7","3","0.1","298.17","292.4395","1141","0.2","0.5","1","1","7.213350694444444","7.838294155092592","5","4","4","0","0","0","0","0","0","1415.6818895866477"
"F","38","false","true","usa","541612","11","8","83.5","5","0","3","0","5","4","1","9","3","","728.72","728.72","214","0.1","0","1","1","7.9518865740740745","4.76250150462963","4","2","5","0","0","0","0","0","0","3525.763342620367"
"F","37","false","false","usa","541649","25","8","185.5","6","0","2","0","6","6","","12","6","0.05","420.355","420.355","341.2","0.07500000000000001","0","1","1","3.901319444444445","4.072221006944444","2.5","1","6","0","0","1","0","0","1","2027.6998820148663"
"F","44","true","false","usa","541672","10","9","78","4","0","5","0","4","4","","8","4","","497.105","497.105","516.5","","0.5","1","1","6.588599537037037","6.799302662037038","4","2.5","4","0","0","0","0","0","1","2589.4670126011597"
"F","47","true","false","usa","541699","9.5","10","71","6","0","4","1","6","5","","10","3","","664.72","664.72","2430","0.07500000000000001","0","1","2","7.473981481481482","7.706247627314815","2","6","5","0","0","1","0","0","1","2493.917400475907"
"M","45","true","false","usa","541700","13","8","97","2","0","6","0","2","2","","4","1","0.25","445.28499999999997","348.00625","1416","","1","1","1","8.599334490740741","7.585791261574074","4","6","2","0","0","0","0","0","0","2576.239621613711"
"F","39","false","false","usa","541734","18","8","133","3","0","5","0","3","3","","6","3","","668.4","668.4","102","0.2","1","1","1","6.470185185185185","6.655715914351852","3","2","3","0","0","0","0","0","1","3380.1540104714445"
"F","43","true","false","usa","541735","10","8","72.5","1","0","7","0","1","","","0","1","","","","2624","","","","1","","14.723715277777778","","4","0","0","0","1","0","0","0",""
"F","39","false","false","usa","541752","20.5","8","150","4","0","4","0","4","3","1","7","4","","118.94999999999999","118.94999999999999","635","","0.5","1","1","8.151099537037037","8.286527662037036","5","4","4","0","0","0","0","0","2","868.3631333377895"
"F","47","true","false","usa","541764","13","8","99.5","3","0","5","0","3","2","","4","3","0.2","285.125","349.43899999999996","496","","0.5","1.5","1","5.660844907407407","7.079994907407407","2.5","1","2","0","0","0","0","0","1","1305.686555110148"
"F","48","true","true","canada","541812","21","9","156","6","0","3","0","6","5","","10","5","0.25","175.05","350.1","481","","0","1","1","5.821886574074074","5.932178240740741","4","2","5","0","0","1","0","0","1","1750.2153005887235"
"F","26","true","false","usa","541878","10","8","77","2","0","6","0","2","1","","2","2","","214.92","214.92","1549.5","","1","1","1","10.580810185185186","10.343718287037039","4","4.5","1","0","0","2","0","0","0","1177.3169145652591"
"F","43","false","false","canada","541901","24","8","177.5","6","0","2","0","6","5","","10","5","","106.26","106.26","588","0.35","1","1","1","6.807060185185185","6.916626331018518","4","3","5","0","0","0","0","0","1","900.9205581068109"
"F","51","true","false","usa","541906","16.5","8","122.5","4","1","3","0","3","2","","4","2","","410.07","410.07","534.5","","1.5","1","1","6.649623842592593","7.311990769675926","1.5","6.5","2","0","0","0","0","0","0","2468.076554921359"
"F","55","false","false","usa","541921","8.5","8","62","2","0","6","0","2","1","","2","2","","1437.33","4311.99","627","","0","3","2","4.575532407407407","5.749172395833334","1","2","1","0","0","1","0","0","0","2819.2051963274907"
"F","48","false","false","usa","541923","15.5","8","113","3","0","5","0","3","2","","4","3","0.05","407.945","390.09125","1302","0.05","0","1","1","5.311493055555555","6.517324652777778","7","7","2","0","0","0","0","0","0","2338.317320588825"
"F","39","false","false","usa","541931","9","8","67.5","4","0","4","0","4","2","","4","4","","518.125","834.9300000000001","703","","0.5","1.5","1","7.757523148148149","9.909219994212963","11","4.5","2","0","0","0","0","0","0","2036.9614331282073"
"F","53","true","true","usa","541939","17","8","123","4","0","4","0","4","3","","6","3","","206.44","206.44","129","","0","1","1","4.4133101851851855","11.868518518518519","2","1","3","0","0","0","0","0","0","1902.1730430010373"
"F","42","true","false","usa","541967","18","8","134.5","4","0","4","0","4","4","","8","3","","355.90500000000003","355.90500000000003","816","0.05","1","1","1","6.830335648148148","7.958923206018518","2","1","4","0","0","0","0","0","0","1417.6462683225463"
"F","54","true","true","usa","541972","10.5","8","77.5","2","0","6","0","2","1","1","3","2","","244.65","244.65","2257","","1","1","1","6.93863425925926","7.1317936342592585","4","5.5","2","0","0","1","0","0","0","2150.6567500818883"
"F","63","true","false","usa","541980","11","8","81.5","1","0","7","0","1","1","","2","1","","258.87","258.87","763.8","0.05","0","1","1","6.838599537037037","6.992716724537037","5","3","1","0","0","0","0","0","1","1383.6489396996155"
"F","18","false","false","usa","541988","10","9","71","0","0","9","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","42","false","false","canada","541998","10","8","74","3","0","5","0","3","3","","6","3","","89.37","89.37","178","","1","1","1","4.815833333333333","4.927442708333333","4","2","3","0","0","0","0","0","0","524.5548516032471"
"F","72","true","false","usa","541999","12","9","92","2","0","7","0","2","","","0","2","0.15","","","2620.5","","","","1","","12.33738425925926","","16.5","0","0","0","0","0","0","0",""
"F","46","false","false","usa","542012","14.5","8","109","3","0","5","0","3","3","","6","3","0.05","294.61","279.8795","507","","1","1","1","6.074652777777778","6.213250173611111","4","3","3","0","0","1","0","0","0","1949.265384094335"
"F","42","true","false","usa","542015","18","8","134","6","0","2","0","6","4","","8","6","","532.88","532.88","900.3","0.1","1","1","1","6.028946759259259","5.573191840277778","4.5","5.5","4","0","0","2","0","0","1","2854.128013532196"
"F","38","false","true","usa","542027","12.5","8","93.5","4","0","4","0","4","3","","6","4","0.1","277.74","249.966","500","0.1","0","1","1","6.827083333333333","8.40116333912037","3","2.5","3","0","0","0","0","0","0","1309.344350851213"
"F","41","true","true","usa","542036","12.5","8","91.5","2","0","6","0","2","2","","4","2","","596.03","596.03","201","","0.5","1","1","7.249548611111111","7.508794444444444","3","1.5","2","0","0","0","0","0","0","3556.7037766268145"
"F","28","false","true","usa","542056","32.5","8","240.5","2","1","5","0","1","","","0","1","","","","2365","","","","1","","2.6885648148148147","","11","0","0","0","0","0","0","0",""
"F","51","true","false","canada","542059","19","8","139","3","0","5","0","3","3","","6","2","0.3","479.97","479.97","97.5","","0","1","1","6.958958333333333","8.143610792824074","2","1.5","3","0","0","0","0","0","0","2773.514804367594"
"M","48","true","false","canada","542065","10","8","76.5","2","1","5","0","1","1","","2","1","0.1","647.66","582.894","723.6","0.1","0","1","1","4.534826388888889","4.806501388888889","4","3","1","0","0","0","0","0","0","3484.233341096958"
"F","57","false","false","usa","542080","19.5","8","144","3","0","5","0","3","3","","6","3","0.15","305.42","305.42","162","0.1","0","1","1","7.44011574074074","7.553093344907407","4","3","3","0","0","0","0","0","1","1680.2321637033472"
"F","51","true","true","usa","542095","9","8","68.5","1","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"M","43","true","true","usa","542142","21","9","153","6","1","2","0","5","4","","8","4","0.05","449.64","449.64","982.5","","0.5","1","1","9.822349537037038","7.376252633101851","3.5","6","4","0","0","0","1","0","1","6829.3416550717575"
"F","48","false","false","usa","542153","11","8","79.5","2","0","6","0","2","2","","4","2","","517.445","517.445","561.5","","0.5","1","1","7.121550925925925","7.351957436342593","4","2.5","2","0","0","0","0","0","0","2910.831970606616"
"F","24","false","false","canada","542189","8","9","59","1","0","8","0","1","1","","2","1","","355.53","355.53","268.2","0.1","0","1","1","6.62255787037037","6.814456828703704","4","2","1","0","0","0","0","0","0","1962.6846078572366"
"F","37","true","true","usa","542194","8.5","8","63","3","0","5","0","3","3","","6","1","","414.41","414.41","210","","0","1","1","7.531689814814815","7.737369502314815","3","2","3","0","0","0","0","0","0","1510.249410904092"
"F","59","true","false","usa","542196","8","8","63","2","0","6","0","2","1","","2","1","0.1","51.18","46.062","1536","","1","1","2","8.555034722222222","15.094861111111111","1","12","1","0","0","0","0","0","0","289.8072169090871"
"F","38","true","true","usa","542208","19.5","8","147","5","0","3","0","5","5","","10","5","0.15","706.96","746.56","464","","0","1","1","6.907118055555555","7.195033159722223","6","4","5","0","0","0","0","0","2","2934.7464850743954"
"F","48","true","false","usa","542230","9","10","67.5","1","0","9","0","1","1","","2","1","","1311.98","3935.94","3000","","0","3","3","8.073310185185186","8.282490393518518","6","4","1","0","0","0","0","0","0","2301.2206968548253"
"F","44","true","false","usa","542254","8","8","57.5","2","0","6","0","2","2","","4","2","","498.61","498.61","420.5","","1","1","1","6.66009837962963","6.889624942129629","4.5","3.5","2","0","0","1","0","0","1","3030.915143105375"
"F","24","true","false","usa","542267","8","8","61.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","43","false","false","usa","542270","22","9","162","3","0","6","0","3","2","","4","3","0.1","471.44000000000005","960.2265","627","","0.5","2","1","7.446012731481481","5.887708333333333","3.5","3","2","0","0","0","0","0","0","1634.0449397405941"
"F","35","false","false","canada","542277","19.5","8","146","2","0","6","0","2","2","","4","2","0.05","506.3","491.46999999999997","739","","1","1","1","7.7653125","8.002337760416667","4.5","3","2","0","0","1","0","0","0","2795.1561162991156"
"F","48","false","false","usa","542282","18.5","8","141.5","4","0","4","0","4","4","","8","4","","267.845","390.655","256.85","0.22499999999999998","0.5","1","1","8.846938657407406","9.058987094907408","2","1","4","0","0","1","0","0","0","1841.5630499389433"
"F","42","true","true","usa","542303","8","8","58.5","1","0","7","0","1","1","","2","1","","414.31","828.62","828","","0","2","2","11.193506944444444","11.340075173611112","4","3","1","0","0","0","0","0","0","1214.0475893411722"
"F","23","false","false","usa","542316","10","8","73","2","0","6","0","2","","","0","2","","","","831","","","","1","","9.765109953703703","","13","0","0","0","0","0","0","0",""
"F","37","true","true","canada","542326","13","8","96.5","3","0","5","0","3","2","1","5","3","","256.94","256.94","320","","0","1","1","8.467025462962964","8.712053067129629","3.5","1","3","0","0","1","0","0","0","2008.086565589034"
"F","55","true","true","canada","542334","14","8","103","2","0","6","0","2","1","","2","2","0.15","644.53","644.53","4271.5","","1","1","2","7.451527777777778","6.236413107638889","3","4.5","1","0","0","1","0","0","0","3544.387848836027"
"M","38","true","false","usa","542358","15.5","8","117","3","0","5","0","3","2","","4","3","","369.39500000000004","369.39500000000004","1926","","0","1","1","8.21615162037037","6.0483009259259255","6","7","2","0","0","0","0","0","0","2020.1852612649134"
"F","48","true","false","usa","542366","23","8","174.5","3","0","5","0","3","2","1","5","3","","177.2","177.2","259","0.15","1","1","1","6.0540162037037035","6.16454537037037","2.5","1","3","0","0","0","0","0","0","911.953741398613"
"M","43","false","false","usa","542383","18","8","136.5","3","0","5","0","3","3","","6","3","","319.32","319.32","238","","1","1","1","12.853900462962963","13.038368171296296","3","2","3","0","0","0","0","0","0","1929.4660214636453"
"M","49","false","false","usa","542418","28.5","8","214","4","1","3","0","3","3","","6","3","","204.41","408.82","216","0.1","0","2","2","6.5000231481481485","6.612900231481482","3","1","3","0","0","0","0","0","0","576.1819985601524"
"F","35","true","false","usa","542451","9","9","72","2","0","7","0","2","2","","4","2","","525.34","525.34","190","","1","1","1","8.906840277777778","9.148482986111112","2","1","2","0","0","0","0","0","0","3111.6785139957638"
"F","41","true","true","usa","542471","12.5","8","94","4","0","4","0","4","4","","8","3","","451.985","451.985","442.8","0.07500000000000001","0.5","1","1","10.505127314814814","11.022980092592592","6.5","3","4","0","0","0","0","0","0","3008.254949180967"
"F","57","true","false","usa","542482","13.5","8","103","1","0","7","0","1","1","","2","0","","333.46","333.46","","0.15","1","1","","11.542233796296296","","5","","1","0","0","0","0","0","1","1902.2737110084306"
"F","57","true","false","usa","542570","5.5","8","42.5","1","0","7","0","1","1","","2","1","","327.66","327.66","252","","1","1","1","5.534074074074074","5.70734386574074","3","2","1","0","0","0","0","0","0","1790.3872935868087"
"F","51","true","true","usa","542585","10","8","76.5","3","0","5","0","3","2","","4","2","","233.51500000000001","402.565","837.2","0.1","0.5","1.5","1","6.2219039351851855","17.68501704282407","3.5","5","2","0","0","0","0","0","0","794.5469870837546"
"F","39","true","true","usa","542605","9.5","8","71","1","0","7","0","1","1","","2","1","","367.25","367.25","588","","0","1","1","7.346678240740741","7.537320949074074","4","2","1","0","0","0","0","0","0","2108.839117823938"
"F","19","true","true","usa","542638","6.5","8","47.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"M","41","true","false","usa","542657","11","8","84.5","4","0","4","0","4","4","","8","3","0.1","714.98","1021.878","134","","0.5","2","2","7.93546875","7.680638657407408","2","1","4","0","0","0","0","0","0","2411.091146424457"
"F","26","false","false","usa","542658","16.5","8","124.5","3","0","5","0","3","3","","6","1","0.05","583.03","555.13","274","","1","1","2","10.436828703703704","10.669574537037038","1","1","3","0","0","0","0","0","0","3237.368145044404"
"F","32","false","true","usa","542663","22.5","8","168","5","0","3","0","5","5","","10","5","","499.17","499.17","254","0.2","0","1","1","8.60388888888889","8.814405555555556","2","1","5","0","0","0","0","0","1","2712.287434755342"
"F","56","false","false","usa","542670","17","8","128","3","0","5","0","3","2","","4","3","","970.1999999999999","2888.2200000000003","1122","","0.5","2","2","10.202783564814816","8.818138888888889","9.5","9","2","0","0","1","0","0","1","1747.1249689555875"
"F","18","false","false","canada","542706","13","8","95","1","0","7","0","1","","","0","1","","","","930","","","","1","","4.001215277777778","","10","0","0","0","0","0","0","0",""
"F","43","true","false","usa","542752","7","9","55","3","0","6","0","3","3","","6","3","0.05","494.07","494.07","346","","0","1","1","7.5149537037037035","7.743077141203703","2","1","3","0","0","0","0","0","1","2016.6901567026678"
"F","38","false","false","usa","542760","17.5","8","131.5","5","0","3","0","5","4","","8","5","","177.49","249.26","396","","0","1","1","7.82837962962963","7.302761921296296","4","3","4","0","0","1","0","0","1","1550.8870104229436"
"F","41","false","false","usa","542767","11","8","79","2","0","6","0","2","2","","4","2","","1170.435","1170.435","793.9499999999999","0.15","0.5","1","1","87.21332175925927","87.6255402488426","10","8.5","2","0","0","0","0","0","0","10753.079004739444"
"F","49","true","true","canada","542795","19","8","139","4","0","4","0","4","4","","8","4","0.2","153.17000000000002","153.17000000000002","198","","0","1","1","6.930526620370371","7.060587818287037","3","2","4","0","0","0","0","0","0","891.4918702334548"
"M","48","false","false","usa","542796","16","8","119","4","0","4","0","4","3","1","7","2","0.1","673.355","643.5525","154","","1","1","1","4.692222222222222","4.700503472222222","3","1","4","0","0","0","0","0","0","2938.3828032586066"
"F","32","false","false","usa","542805","19.5","8","147","4","0","4","0","4","4","","8","4","0.1","423.445","422.334","326","","1","1","1","5.879201388888889","6.053678472222222","4","2","4","0","0","1","0","0","1","2095.1279067635305"
"F","25","false","false","usa","542812","20","9","148","1","0","8","0","1","","","0","1","","","","908.8","0.2","","","1","","8.568310185185185","","8","0","0","0","0","0","0","0",""
"F","17","false","false","usa","542815","5.5","8","41","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","36","false","false","canada","542825","18","8","134","4","0","4","0","4","3","1","7","4","0.1","358.805","358.805","437","","0.5","1","1","6.216319444444444","6.385044965277778","3","1.5","4","0","0","2","0","0","0","1762.6685526656279"
"F","55","true","true","usa","542843","13","8","96","2","0","6","0","2","2","","4","2","","597.0150000000001","1481.5049999999999","2559","","1.5","2","2","8.316221064814815","8.491222627314816","6.5","5","2","0","0","0","0","0","0","1827.1653256326417"
"F","34","false","false","usa","542850","16.5","8","125","4","0","4","0","4","3","1","7","3","","148.065","148.065","345","","0","1","1","8.259317129629629","9.005345949074075","3","5","4","0","0","0","0","0","0","1245.2854002265644"
"M","21","false","false","canada","542857","10","8","74.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","84","true","false","usa","542874","5.5","8","41","1","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","38","false","false","usa","542914","13","8","98.5","3","0","5","0","3","2","","4","2","","668.39","668.39","2112","","0.5","1","1","8.894027777777778","6.7529890046296295","7.5","11","2","0","0","0","0","0","1","3699.990964162328"
"F","36","true","true","canada","542918","17.5","8","128.5","4","0","4","0","4","4","","8","3","0.1","213.33999999999997","200.233","780","","1","1","1","7.7172627314814815","7.857242708333334","7","3","4","0","0","0","1","0","0","3528.903081928503"
"M","37","false","false","usa","542937","19","8","143","5","0","3","0","5","5","","10","5","","256.13","256.13","269","","0","1","1","5.814895833333333","6.032643229166666","3","2","5","0","0","0","0","1","0","1403.1989977531657"
"F","24","false","false","canada","542965","6","9","45","1","0","8","0","1","","","0","1","","","","330","","","","1","","4.1825","","3","0","0","0","0","0","0","0",""
"F","44","true","true","usa","542976","15","8","111.5","3","0","5","0","3","2","","4","3","","546.69","546.69","380","0.05","1","1","1","8.544722222222223","10.843155381944445","4.5","4","2","0","0","0","0","0","0","3157.0004688522417"
"F","49","true","true","usa","543008","14.5","8","104.5","2","1","5","0","1","1","","2","1","","90.82","90.82","365","","0","1","1","8.42912037037037","8.537643287037037","7","5","1","0","0","0","0","0","0","477.45354978166654"
"F","48","false","false","usa","543038","22","8","162","3","0","5","0","3","3","","6","3","","286.78","286.78","174","","0","1","1","8.498356481481482","8.662394502314815","3","2","3","0","0","0","0","0","0","1656.1776168188626"
"F","40","true","false","usa","543052","18","8","136","5","0","3","0","5","5","","10","3","","688.34","688.34","173","0.05","0","1","1","5.994085648148148","6.088251793981481","3","2","5","0","0","0","0","0","0","2482.7698882331174"
"F","53","true","false","usa","543074","11.5","8","83","1","0","7","0","1","1","","2","1","0.05","290.26","275.747","268","","0","1","1","8.43650462962963","8.599683796296297","3","2","1","0","0","0","0","0","0","1535.9555527494344"
"M","51","true","true","usa","543075","16","8","116.5","1","0","7","0","1","1","","2","1","","411.4","411.4","534","","1","1","1","5.65943287037037","5.856955266203704","3","2","1","0","0","0","0","0","1","2101.9623608729858"
"F","54","true","false","usa","543081","14","8","103.5","4","0","4","0","4","4","","8","4","","260.325","260.325","654.3","0.05","0","1","1","8.987008101851853","9.126705758101853","4","3","4","0","0","0","0","0","0","1684.6853588034364"
